key
-able
"-acho, cha"
"saltarín, na"
"salteador, ra"
"saltero, ra"
"salteño, ña"
"saltoguareño, ña"
"saltígrado, da"
"saltón, na"
"salubérrimo, ma"
"saludador, ra"
"salutífero, ra"
"salvador, ra"
"salvadoreño, ña"
"salvajino, na"
"salvaterrano, na"
"salvo, va"
"salvático, ca"
"salvífico, ca"
"salífero, ra"
"samanés, sa"
"samario, ria"
"samaritano, na"
"sambernardino, na"
"samblasino, na"
"samio, mia"
"samnítico, ca"
"samoano, na"
"samosateno, na"
"samotracio, cia"
"samoyedo, da"
"sampedrano, na"
"sanabrés, sa"
"sanador, ra"
"sanano, na"
"sanantonino, na"
"sanativo, va"
"sanavirón, na"
"sancarleño, ña"
"sancarlino, na"
"sancho, cha"
"sanchopancesco, ca"
"sancionador, ra"
"sancionatorio, ria"
"sancristobaleño, ña"
"sancristobero, ra"
"sandalino, na"
"sandio, dia"
"sanducero, ra"
"sandunguero, ra"
"sandwichero, ra"
"saneado, da"
"sanfelipeño, ña"
"sanfernandino, na"
"sangermeño, ña"
"sangriento, ta"
"sangrón, na"
"sanguijolero, ra"
"sanguijuelero, ra"
"sanguinario, ria"
"sanguino, na"
"sanguinolento, ta"
"sanguinoso, sa"
"sanguífero, ra"
"sanguíneo, a"
"sanioso, sa"
"sanitario, ria"
"sanjuanero, ra"
"sanjuaneño, ña"
"sanjuanino, na"
"sanlorenceño, ña"
"sanlorencino, na"
"sanlorenzano, na"
"sanlucareño, ña"
"sanluisero, ra"
"sanluiseño, ña"
"sanluqueño, ña"
"sanmarqueño, ña"
"sanmartiniano, na"
"sanmigueleño, ña"
"sano, na"
"sanroqueño, ña"
"sansalvadoreño, ña"
"sansimoniano, na"
"santaclareño, ña"
"santacrucero, ra"
"santacruceño, ña"
"santafecino, na"
"santafereño, ña"
"santafesino, na"
"santaláceo, a"
"santandereano, na"
"santanderino, na"
"santaneco, ca"
"santarroseño, ña"
"santero, ra"
"santeño, ña"
"santiaguero, ra"
"santiagueño, ña"
"santiaguino, na"
"santiagués, sa"
"santificador, ra"
"santificativo, va"
"santiguador, ra"
"santo, ta"
"santoñés, sa"
"santucho, cha"
"santulón, na"
"santurrón, na"
"santísimo, ma"
"santón, na"
"santónico, ca"
"sanvicentino, na"
"sapaneco, ca"
"sapindáceo, a"
"sapirulo, la"
"sapluco, ca"
"sapo, pa"
"saponáceo, a"
"saporífero, ra"
"sapotáceo, a"
"saprofito, ta"
"saprozoico, ca"
"saprófago, ga"
"saprófito, ta"
"saqueador, ra"
"saquero, ra"
"saraveado, da"
"saraviado, da"
"sarazo, za"
"sarcástico, ca"
"sardanés, sa"
"sardesco, ca"
"sardiano, na"
"sardinero, ra"
"sardino, na"
"sardo, da"
"sardónico, ca"
"sargado, da"
"sarguero, ra"
"sarmentador, ra"
"sarmenticio, cia"
"sarmentoso, sa"
"sarmático, ca"
"sarniento, ta"
"sarnoso, sa"
"sarraceno, na"
"sarracino, na"
"sarracénico, ca"
"sarracín, na"
"sarroso, sa"
"sartriano, na"
"sastre, tra"
"satinador, ra"
"satisfactorio, ria"
"satisfecho, cha"
"sativo, va"
"sato, ta"
"saturado, da"
"saturnino, na"
"saturnio, nia"
"satánico, ca"
"satírico, ca"
"saudoso, sa"
"saxifragáceo, a"
"saxoso, sa"
"sayagués, sa"
"sayalero, ra"
"sayalesco, ca"
"sazonado, da"
"sazonador, ra"
"sañoso, sa"
"sañudo, da"
"sebiento, ta"
"seborreico, ca"
"seboso, sa"
"sebudo, da"
"sebáceo, a"
"secadero, ra"
"secador, ra"
"secadío, a"
"secarrón, na"
"secatón, na"
"seccionador, ra"
"seceno, na"
"sechurano, na"
"secluso, sa"
"seco, ca"
"secretario, ria"
"secreto, ta"
"secretor, ra"
"secretorio, ria"
"sectador, ra"
"sectario, ria"
"secuenciador, ra"
"secuestrador, ra"
"secuestrario, ria"
"secundario, ria"
"secutor, ra"
"sedativo, va"
"sedentario, ria"
"sedero, ra"
"sedeño, ña"
"sedicioso, sa"
"sediento, ta"
"sedimentario, ria"
"sedoso, sa"
"seductivo, va"
"seductor, ra"
"segadero, ra"
"segador, ra"
"segmentado, da"
"segmentario, ria"
"segorbino, na"
"segoviano, na"
"segregador, ra"
"segregativo, va"
"seguido, da"
"seguidor, ra"
"segundario, ria"
"segundero, ra"
"segundo, da"
"segundogénito, ta"
"segundón, na"
"seguntino, na"
"seguro, ra"
"seibano, na"
"seisavo, va"
"seiscientos, tas"
"seiseno, na"
"selacio, cia"
"seleccionador, ra"
"selectivo, va"
"selecto, ta"
"selector, ra"
"selenitoso, sa"
"selenógrafo, fa"
"sellador, ra"
"selvajino, na"
"selvicultor, ra"
"selvoso, sa"
"selvático, ca"
"selénico, ca"
"semafórico, ca"
"semanario, ria"
"semanero, ra"
"semasiológico, ca"
"sembrado, da"
"sembrador, ra"
"sembradío, a"
"semejado, da"
"sementino, na"
"semiabierto, ta"
"semianalfabeto, ta"
"semiautomático, ca"
"semicilíndrico, ca"
"semiconductor, ra"
"semicopado, da"
"semicromático, ca"
"semiculto, ta"
"semicursivo, va"
"semideo, a"
"semidescremado, da"
"semidesnatado, da"
"semidesértico, ca"
"semidifunto, ta"
"semidiós, sa"
"semidormido, da"
"semielaborado, da"
"semientero, ra"
"semiesférico, ca"
"semilogarítmico, ca"
"semilíquido, da"
"semimeridiano, na"
"seminario, ria"
"seminuevo, va"
"seminífero, ra"
"semiológico, ca"
"semipelagiano, na"
"semiprecioso, sa"
"semirrefinado, da"
"semirrígido, da"
"semivacío, a"
"semivivo, va"
"semiólogo, ga"
"semiótico, ca"
"sempiterno, na"
"semántico, ca"
"semítico, ca"
"senado, da"
"senador, ra"
"senario, ria"
"senatorio, ria"
"sencido, da"
"sencillo, lla"
"sendos, das"
"senegalés, sa"
"sensato, ta"
"sensibilizado, da"
"sensibilizador, ra"
"sensiblero, ra"
"sensitivo, va"
"sensomotor, ra"
"sensorio, ria"
"sensuntepecano, na"
"sentado, da"
"sentador, ra"
"sentenciador, ra"
"sentencioso, sa"
"sentido, da"
"sentidor, ra"
"senólogo, ga"
"seor, ra"
"separado, da"
"separador, ra"
"separativo, va"
"septembrino, na"
"septenario, ria"
"septeno, na"
"septicémico, ca"
"septillizo, za"
"septingentésimo, ma"
"septisílabo, ba"
"septuagenario, ria"
"septuagésimo, ma"
"sepultador, ra"
"sepulto, ta"
"sepulturero, ra"
"sequeroso, sa"
"sequizo, za"
"serbio, bia"
"serendípico, ca"
"sereno, na"
"serenísimo, ma"
"sericicultor, ra"
"sericultor, ra"
"serifio, fia"
"serigráfico, ca"
"serio, ria"
"sermonario, ria"
"sermoneador, ra"
"sermonero, ra"
"serofóbico, ca"
"serológico, ca"
"serondo, da"
"seronegativo, va"
"seronero, ra"
"seropositivo, va"
"seroso, sa"
"serpenteado, da"
"serpentino, na"
"serpentígero, ra"
"serpiginoso, sa"
"serradizo, za"
"serrado, da"
"serrador, ra"
"serragatino, na"
"serraniego, ga"
"serrano, na"
"serrino, na"
"seruendo, da"
"servidero, ra"
"servidor, ra"
"servio, via"
"seráfico, ca"
"serófobo, ba"
"serótino, na"
"sesamoideo, a"
"sesentavo, va"
"sesentón, na"
"sesgado, da"
"sesgo, ga"
"sesmo, ma"
"sesquicentenario, ria"
"sesquipedálico, ca"
"sesquiáltero, ra"
"sesudo, da"
"sesámeo, a"
"setabitano, na"
"setecientos, tas"
"setenado, da"
"seteno, na"
"setentavo, va"
"setentón, na"
"seudocientífico, ca"
"seudopartitivo, va"
"seudónimo, ma"
"severo, ra"
"sevillano, na"
"sexador, ra"
"sexagenario, ria"
"sexagésimo, ma"
"sexcentésimo, ma"
"sexmo, ma"
"sexológico, ca"
"sextantario, ria"
"sextavado, da"
"sextillizo, za"
"sexto, ta"
"sexuado, da"
"sexángulo, la"
"sexólogo, ga"
"señalado, da"
"señalador, ra"
"señalizador, ra"
"señalético, ca"
"señero, ra"
"señor, ra"
"señoreador, ra"
"señoritingo, ga"
"señorito, ta"
"señorón, na"
"shakespeariano, na"
"siamés, sa"
"sibarítico, ca"
"siberiano, na"
"sibilino, na"
"sibilítico, ca"
"sicalíptico, ca"
"sicambro, bra"
"sicano, na"
"sicario, ria"
"sicasténico, ca"
"siciliano, na"
"sicionio, nia"
"sicoactivo, va"
"sicoanalítico, ca"
"sicobiológico, ca"
"sicodinámico, ca"
"sicodramático, ca"
"sicodélico, ca"
"sicofisiológico, ca"
"sicofísico, ca"
"sicogénico, ca"
"sicolingüístico, ca"
"sicológico, ca"
"sicomotor, ra"
"sicométrico, ca"
"sicopatológico, ca"
"sicopedagogo, ga"
"sicopedagógico, ca"
"sicopático, ca"
"sicosociológico, ca"
"sicosociólogo, ga"
"sicosomático, ca"
"sicoterapéutico, ca"
"sicoterápico, ca"
"sicotrópico, ca"
"sicotécnico, ca"
"sicógeno, na"
"sicólogo, ga"
"sicótico, ca"
"siderometalúrgico, ca"
"siderúrgico, ca"
"sidonio, nia"
"sidoso, sa"
"sidrero, ra"
"sidéreo, a"
"sienés, sa"
"sierraleonés, sa"
"siervo, va"
"sieso, sa"
"sietecallero, ra"
"sietemesino, na"
"sietillo, lla"
"sifilográfico, ca"
"sifilítico, ca"
"sifilógrafo, fa"
"sifonero, ra"
"sigiloso, sa"
"sigmoideo, a"
"signatario, ria"
"significado, da"
"significador, ra"
"significativo, va"
"signífero, ra"
"silbador, ra"
"silboso, sa"
"silenciario, ria"
"silenciero, ra"
"silencioso, sa"
"silesiano, na"
"silesio, sia"
"silicótico, ca"
"silingo, ga"
"sillero, ra"
"silletero, ra"
"silogístico, ca"
"siluriano, na"
"silvano, na"
"silvicultor, ra"
"silvoso, sa"
"silvático, ca"
"silábico, ca"
"silíceo, a"
"silícico, ca"
"silúrico, ca"
"simado, da"
"simarrubáceo, a"
"simarubáceo, a"
"simbiótico, ca"
"simbólico, ca"
"simiesco, ca"
"similitudinario, ria"
"simio, mia"
"simoniaco, ca"
"simoniático, ca"
"simoníaco, ca"
"simpaticón, na"
"simpatizador, ra"
"simplicísimo, ma"
"simplificador, ra"
"simplón, na"
"simpático, ca"
"simpétalo, la"
"simulador, ra"
"simultáneo, a"
"simétrico, ca"
"sincategoremático, ca"
"sincerador, ra"
"sincero, ra"
"sincopado, da"
"sincronizador, ra"
"sincrético, ca"
"sincrónico, ca"
"sindicado, da"
"sindicador, ra"
"sindrómico, ca"
"sindáctilo, la"
"sinfónico, ca"
"singalés, sa"
"siniestrado, da"
"siniestro, tra"
"sinistrorso, sa"
"sinonímico, ca"
"sinsorgo, ga"
"sinsépalo, la"
"sintagmático, ca"
"sintetizador, ra"
"sintomatológico, ca"
"sintomático, ca"
"sintáctico, ca"
"sintético, ca"
"sintónico, ca"
"sinuoso, sa"
"sinvergonzón, na"
"sinvergüenzón, na"
"sináptico, ca"
"sinárquico, ca"
"sinérgico, ca"
"sinódico, ca"
"sinólogo, ga"
"sinónimo, ma"
"sinópico, ca"
"sinóptico, ca"
"siquiátrico, ca"
"siracusano, na"
"sirgador, ra"
"sirgo, ga"
"siriaco, ca"
"siriano, na"
"sirifico, ca"
"sirio, ria"
"siro, ra"
"siruposo, sa"
"sirviente, ta"
"siríaco, ca"
"sisador, ra"
"sisalero, ra"
"sismológico, ca"
"sismólogo, ga"
"sistemático, ca"
"sistémico, ca"
"sistólico, ca"
"sisón, na"
"sitiado, da"
"sitiador, ra"
"sitibundo, da"
"sitiero, ra"
"sito, ta"
"siútico, ca"
"sobacuno, na"
"sobadero, ra"
"sobado, da"
"sobador, ra"
"sobandero, ra"
"sobejano, na"
"sobejo, ja"
"soberano, na"
"soberbio, bia"
"soberbioso, sa"
"sobermejo, ja"
"sobijón, na"
"sobornador, ra"
"sobrado, da"
"sobrador, ra"
"sobrancero, ra"
"sobrazano, na"
"sobreagudo, da"
"sobrealimentador, ra"
"sobrebarato, ta"
"sobrecaro, ra"
"sobrecerrado, da"
"sobrecogedor, ra"
"sobredicho, cha"
"sobreentendido, da"
"sobreesdrújulo, la"
"sobreherido, da"
"sobrehumano, na"
"sobreimpreso, sa"
"sobrelleno, na"
"sobrentendido, da"
"sobreprimado, da"
"sobrero, ra"
"sobresabido, da"
"sobresaliente, ta"
"sobresdrújulo, la"
"sobrevenido, da"
"sobreño, ña"
"sobrino, na"
"sobrio, bria"
"sobón, na"
"socaliñero, ra"
"socarrón, na"
"socialcristiano, na"
"socializador, ra"
"societario, ria"
"sociniano, na"
"socio, cia"
"sociobiológico, ca"
"sociobiólogo, ga"
"socioeconómico, ca"
"sociolingüístico, ca"
"sociológico, ca"
"sociométrico, ca"
"sociopolítico, ca"
"sociopático, ca"
"sociólogo, ga"
"socorredor, ra"
"socorrido, da"
"socrático, ca"
"sodero, ra"
"sodomítico, ca"
"sofero, ra"
"sofiano, na"
"sofisticado, da"
"soflamero, ra"
"sofocado, da"
"sofocador, ra"
"sofocleo, a"
"sofridero, ra"
"sofrólogo, ga"
"sofístico, ca"
"sogdiano, na"
"soguero, ra"
"sojero, ra"
"sojuzgador, ra"
"solador, ra"
"solanáceo, a"
"solapado, da"
"solariego, ga"
"solazoso, sa"
"soldadero, ra"
"soldadesco, ca"
"soldador, ra"
"soleado, da"
"soledoso, sa"
"solemnizador, ra"
"soletero, ra"
"solevantado, da"
"solfeador, ra"
"solferino, na"
"solicitador, ra"
"solidario, ria"
"solimitano, na"
"solitario, ria"
"soliviantado, da"
"solo, la"
"sololateco, ca"
"soltadizo, za"
"soltador, ra"
"soltero, ra"
"solterón, na"
"solutivo, va"
"solícito, ta"
"solípedo, da"
"somatizado, da"
"sombreador, ra"
"sombrerero, ra"
"sombrerudo, da"
"sombroso, sa"
"sombrío, a"
"somero, ra"
"somnoliento, ta"
"somnámbulo, la"
"somnífero, ra"
"somnílocuo, cua"
"somontano, na"
"somoteño, ña"
"somático, ca"
"somético, ca"
"sonado, da"
"sonador, ra"
"sonconeto, ta"
"sonlocado, da"
"sonorizador, ra"
"sonoro, ra"
"sonoroso, sa"
"sonrisueño, ña"
"sonrosado, da"
"sonsacador, ra"
"sonso, sa"
"sonsonateco, ca"
"sonto, ta"
"sonámbulo, la"
"sonántico, ca"
"sopero, ra"
"soplado, da"
"soplador, ra"
"soplón, na"
"soporoso, sa"
"soportador, ra"
"soporífero, ra"
"sorateño, ña"
"sorbedor, ra"
"sordo, da"
"sordociego, ga"
"sordomudo, da"
"sorguicultor, ra"
"soriano, na"
"soriásico, ca"
"soro, ra"
"sorpresivo, va"
"sortario, ria"
"sorteador, ra"
"sortero, ra"
"sortílego, ga"
"sosacador, ra"
"sosegado, da"
"sosegador, ra"
"sosero, ra"
"soslayo, ya"
"soso, sa"
"sospechoso, sa"
"sostenedor, ra"
"sostenido, da"
"sotaventeado, da"
"soteriológico, ca"
"soterrano, na"
"soterraño, ña"
"soterráneo, a"
"soteño, ña"
"soturno, na"
"soviético, ca"
"soñador, ra"
"soñolento, ta"
"soñoliento, ta"
"suabo, ba"
"suasorio, ria"
"suato, ta"
"suavizador, ra"
"subacuático, ca"
"subalterno, na"
"subarrendador, ra"
"subarrendatario, ria"
"subastador, ra"
"subastero, ra"
"subatómico, ca"
"subcampeón, na"
"subclavio, via"
"subcontralor, ra"
"subcutáneo, a"
"subdelegado, da"
"subdesarrollado, da"
"subdirector, ra"
"subduplo, pla"
"subejecutor, ra"
"suberoso, sa"
"subgobernador, ra"
"subidero, ra"
"subido, da"
"subinspector, ra"
"subitáneo, a"
"subjefe, fa"
"subjetivo, va"
"sublimatorio, ria"
"submarino, na"
"subministrador, ra"
"submúltiplo, pla"
"subordinado, da"
"subordinativo, va"
"subprefecto, ta"
"subrayado, da"
"subrepticio, cia"
"subsahariano, na"
"subscripto, ta"
"subscriptor, ra"
"subscrito, ta"
"subscritor, ra"
"subsecretario, ria"
"subsidiario, ria"
"substancioso, sa"
"substantivo, va"
"substituidor, ra"
"substitutivo, va"
"substituto, ta"
"substitutorio, ria"
"substractivo, va"
"subsónico, ca"
"subterráneo, a"
"suburbano, na"
"suburbicario, ria"
"subversivo, va"
"subversor, ra"
"subyugador, ra"
"subálveo, a"
"sucedáneo, a"
"sucesivo, va"
"sucesor, ra"
"sucesorio, ria"
"sucinto, ta"
"sucio, cia"
"sucoso, sa"
"sucreño, ña"
"suculento, ta"
"sudafricano, na"
"sudamericano, na"
"sudanés, sa"
"sudatorio, ria"
"sudoriento, ta"
"sudoroso, sa"
"sudorífero, ra"
"sudorífico, ca"
"sudoríparo, ra"
"sudoso, sa"
"suecano, na"
"sueco, ca"
"suegro, gra"
"suelto, ta"
"sueroso, sa"
"suertero, ra"
"suertudo, da"
"suevo, va"
"sufijo, ja"
"sufocador, ra"
"sufragano, na"
"sufragáneo, a"
"sufridero, ra"
"sufrido, da"
"sufridor, ra"
"sugeridor, ra"
"sugestionador, ra"
"sugestivo, va"
"suizo, za"
"sujetador, ra"
"sujeto, ta"
"sulfatador, ra"
"sulfhídrico, ca"
"sulfuroso, sa"
"sulfúreo, a"
"sulfúrico, ca"
"sulpiciano, na"
"sultánico, ca"
"sumador, ra"
"sumario, ria"
"sumarísimo, ma"
"sumergido, da"
"sumerio, ria"
"suministrador, ra"
"sumiso, sa"
"sumo, ma"
"sumulístico, ca"
"sunco, ca"
"suntuario, ria"
"suntuoso, sa"
"superador, ra"
"superavitario, ria"
"superbo, ba"
"supercentenario, ria"
"superchero, ra"
"superconductor, ra"
"superdotado, da"
"supererogatorio, ria"
"superferolítico, ca"
"superficiario, ria"
"superfirolítico, ca"
"superfluo, flua"
"superhéroe, ína"
"superintendente, ta"
"superior, ra"
"superlativo, va"
"superno, na"
"supernumerario, ria"
"superpoblado, da"
"superproparoxítono, na"
"superpuesto, ta"
"supersticioso, sa"
"supersónico, ca"
"supervacáneo, a"
"supervisor, ra"
"superádito, ta"
"supino, na"
"supiritado, da"
"supitaño, ña"
"suplantador, ra"
"suplementario, ria"
"suplementero, ra"
"supletivo, va"
"supletorio, ria"
"suplicacionero, ra"
"suplicatorio, ria"
"suplidor, ra"
"suponedor, ra"
"supositicio, cia"
"supositivo, va"
"supremo, ma"
"supresor, ra"
"suprior, ra"
"supuesto, ta"
"supurativo, va"
"supuratorio, ria"
"surafricano, na"
"suramericano, na"
"surbajacaliforniano, na"
"surcador, ra"
"surcoreano, na"
"surculado, da"
"surculoso, sa"
"sureño, ña"
"surgidor, ra"
"suriano, na"
"suricato, ta"
"surinamés, sa"
"surquero, ra"
"surrupio, pia"
"sursudanés, sa"
"surtido, da"
"surtidor, ra"
"surto, ta"
"susano, na"
"susceptivo, va"
"suscripto, ta"
"suscriptor, ra"
"suscrito, ta"
"suscritor, ra"
"susero, ra"
"susodicho, cha"
"suspecto, ta"
"suspendedor, ra"
"suspensivo, va"
"suspenso, sa"
"suspensorio, ria"
"suspiroso, sa"
"suspirón, na"
"sustancioso, sa"
"sustantivo, va"
"sustenido, da"
"sustentador, ra"
"sustituidor, ra"
"sustitutivo, va"
"sustituto, ta"
"sustitutorio, ria"
"sustractivo, va"
"susurrador, ra"
"susurrón, na"
"sutilizador, ra"
"sutorio, ria"
"suyo, ya"
"suévico, ca"
"suízaro, ra"
"sádico, ca"
"sáfico, ca"
"sálico, ca"
"sánscrito, ta"
"sápido, da"
"sátiro, ra"
"sáxeo, a"
"sécuano, na"
"séptico, ca"
"séptimo, ma"
"séptuplo, pla"
"sérico, ca"
"sétimo, ma"
"séxtuplo, pla"
"sículo, la"
"sígnico, ca"
"símico, ca"
"síndico, ca"
"sínico, ca"
"síquico, ca"
"sísmico, ca"
"sístilo, la"
"sódico, ca"
"sólido, da"
"sólito, ta"
"sónico, ca"
"sórdido, da"
"súbdito, ta"
"súbito, ta"
"súpero, ra"
"súpito, ta"
"tabacalero, ra"
"tabacoso, sa"
"tabaquero, ra"
"tabasqueño, ña"
"tabernario, ria"
"tabernero, ra"
"tabernizado, da"
"tablajero, ra"
"tableño, ña"
"tabulador, ra"
"tabífico, ca"
"tacaño, ña"
"tachador, ra"
"tachero, ra"
"tachoso, sa"
"taciturno, na"
"tacneño, ña"
"tacuaco, ca"
"tagalo, la"
"tagarino, na"
"taheño, ña"
"tahitiano, na"
"tahonero, ra"
"tahuresco, ca"
"tailandés, sa"
"taimado, da"
"taiwanés, sa"
"tajado, da"
"tajador, ra"
"talabartero, ra"
"talador, ra"
"taladrador, ra"
"talagantino, na"
"talangueño, ña"
"talantoso, sa"
"talareño, ña"
"talaverano, na"
"talcoso, sa"
"talcualillo, lla"
"talentoso, sa"
"talentudo, da"
"talguatoso, sa"
"talibán, na"
"tallado, da"
"tallador, ra"
"tallero, ra"
"talludo, da"
"talmúdico, ca"
"talofito, ta"
"talonario, ria"
"talpetatoso, sa"
"talquino, na"
"talófito, ta"
"tamagasero, ra"
"tamalero, ra"
"tamanaco, ca"
"tamaricáceo, a"
"tamariscíneo, a"
"tamaritano, na"
"tamarrizquito, ta"
"tamarrusquito, ta"
"tamaulipeco, ca"
"tamañito, ta"
"tamaño, ña"
"tambero, ra"
"tambopateño, ña"
"tamborero, ra"
"tamborilero, ra"
"tamboritero, ra"
"tampiqueño, ña"
"tanatológico, ca"
"tanatólogo, ga"
"tandero, ra"
"tangerino, na"
"tanguero, ra"
"tano, na"
"tanor, ra"
"tanteador, ra"
"tantico, ca"
"tanto, ta"
"tanzano, na"
"tapado, da"
"tapador, ra"
"tapatío, a"
"tapetado, da"
"tapiado, da"
"tapicero, ra"
"tapido, da"
"tapizador, ra"
"taponador, ra"
"taponero, ra"
"tapudo, da"
"taqueado, da"
"taquero, ra"
"taquigráfico, ca"
"taquillero, ra"
"taquimecanógrafo, fa"
"taquimétrico, ca"
"taquígrafo, fa"
"tarabuqueño, ña"
"taraceador, ra"
"tarado, da"
"tarajallo, lla"
"tarajalludo, da"
"tarantulado, da"
"tarapaqueño, ña"
"tarasco, ca"
"tarateño, ña"
"tardador, ra"
"tardano, na"
"tardinero, ra"
"tardo, da"
"tardígrado, da"
"tardío, a"
"tardón, na"
"tarentino, na"
"tarifario, ria"
"tarifeño, ña"
"tarijeño, ña"
"tarjador, ra"
"tarjero, ra"
"tarjetero, ra"
"tarmeño, ña"
"tarrudo, da"
"tartajoso, sa"
"tartamudo, da"
"tartesio, sia"
"tartáreo, a"
"tartárico, ca"
"tartésico, ca"
"tarúpido, da"
"tasador, ra"
"tasajero, ra"
"tasio, sia"
"tatarabuelo, la"
"tataradeudo, da"
"tataranieto, ta"
"tatascán, na"
"tato, ta"
"taumaturgo, ga"
"taumatúrgico, ca"
"taurino, na"
"tauromáquico, ca"
"taurófilo, la"
"taurófobo, ba"
"taurómaco, ca"
"tautológico, ca"
"tautosilábico, ca"
"taxativo, va"
"taxidérmico, ca"
"taxodiáceo, a"
"taxonómico, ca"
"taxqueño, ña"
"taxáceo, a"
"taxónomo, ma"
"tayiko, ka"
"taíno, na"
"tañedor, ra"
"teatino, na"
"teatrero, ra"
"teatrólogo, ga"
"tebaico, ca"
"tebano, na"
"tebeo, a"
"techador, ra"
"tecleño, ña"
"teclo, cla"
"tecnocrático, ca"
"tecnológico, ca"
"tecnófilo, la"
"tecnófobo, ba"
"tecnólogo, ga"
"tectiteco, ca"
"tectónico, ca"
"tedioso, sa"
"tegeo, a"
"tegumentario, ria"
"tehuano, na"
"tejano, na"
"tejedor, ra"
"tejero, ra"
"tejón, na"
"telarañoso, sa"
"teleadicto, ta"
"teledirigido, da"
"telefónico, ca"
"telegráfico, ca"
"teleguiado, da"
"telegénico, ca"
"telemático, ca"
"telemétrico, ca"
"telendo, da"
"teleológico, ca"
"teleoperador, ra"
"telepredicador, ra"
"telepático, ca"
"telescópico, ca"
"telespectador, ra"
"teletrabajador, ra"
"televisivo, va"
"teleño, ña"
"telonero, ra"
"telúrico, ca"
"tembladero, ra"
"temblador, ra"
"tembloroso, sa"
"tembloso, sa"
"temblón, na"
"temedero, ra"
"temedor, ra"
"temerario, ria"
"temeroso, sa"
"temerón, na"
"temoso, sa"
"temperado, da"
"tempestivo, va"
"tempestuoso, sa"
"templado, da"
"templador, ra"
"templario, ria"
"temporario, ria"
"temporero, ra"
"temporáneo, a"
"tempranero, ra"
"temprano, na"
"temucano, na"
"temulento, ta"
"temático, ca"
"tenacero, ra"
"tendedor, ra"
"tendencioso, sa"
"tendero, ra"
"tendido, da"
"tendinoso, sa"
"tenebregoso, sa"
"tenebroso, sa"
"tenedor, ra"
"teniente, ta"
"tensino, na"
"tensioactivo, va"
"tenso, sa"
"tensoactivo, va"
"tensor, ra"
"tentador, ra"
"tentativo, va"
"tenutario, ria"
"tenífugo, ga"
"tenístico, ca"
"teocrático, ca"
"teodosiano, na"
"teogónico, ca"
"teológico, ca"
"teorizador, ra"
"teorético, ca"
"teoso, sa"
"teosófico, ca"
"teotihuacano, na"
"tepachero, ra"
"tepeaqués, sa"
"tepetatoso, sa"
"tepiqueño, ña"
"tepozteco, ca"
"tequeño, ña"
"tequilero, ra"
"tequioso, sa"
"terapéutico, ca"
"teratogénico, ca"
"teratológico, ca"
"teratógeno, na"
"tercenco, ca"
"tercero, ra"
"terciado, da"
"terciador, ra"
"tercianario, ria"
"terciario, ria"
"terciazo, za"
"tercio, cia"
"terciodécuplo, pla"
"terciopelado, da"
"terciopelero, ra"
"terco, ca"
"terebeco, ca"
"terebintáceo, a"
"terenciano, na"
"terenco, ca"
"terengo, ga"
"teresiano, na"
"tergiversador, ra"
"teridofito, ta"
